,Text,Label
2374,@yumnafawaz هيدي لغتهم يمنى ما تردي عليهم,1
2375,@berrynawal يعطيكم الف عافية ... انت وجه لبنان الحقيقي والاعلام الهادف ...,1
2376,@berrynawal سلامات نوال,1
2377,@yumnafawaz انت اكيد ما سمعت الخطاب بس المهم تتمسخري ، خليكي محترمة حالك بإحترامك للرئيس،  او خليكي ساكتة احسن,1
2378,@DimaSadek المتذاكية ديما,1
2379,@DimaSadek يا للعار لي شفناه اليوم عل تي في شعب بجم,1
2380,@DimaSadek ديما انت اوسخ و احقر انسانة,0
2381,@berrynawal كذابة يا نوال,0
2382,@DimaSadek بكل تأكيد هذا هو سيدهم نصر الشيطان يعترف بذلك ، انا ولائي ل ايران وليس للبنان .. .. https://t.co/TsfdurguOA,1
2383,@DimaSadek موتي من قهرك لانو اكتر من هيك تفاهة مش شايفة انشاء الله منضل شوكة بعينك تفووووو,0
2384,"@DimaSadek من أي طينة معجونة إنت يا عمي العمى بقلبك شو واطية. 
#يا_رب_شوف_فيكي_يوم_يا_ديما",0
2385,@yumnafawaz حاجي تحريض يا ام نص لسان,0
2386,@DimaSadek اكبر كذابة ومنافقة,0
2387,@DimaSadek لا انت #ديما_الواطية,0
2388,@DimaSadek @washingtonpost @elopezgross كل نقطة دم برقبتك وبرقبة عيلتك لأجيال واجيال  الله عليكم الله عليكم أبواق اسرائيلية,1
2389,@DimaSadek ايمتا بدك تفهمي انك اعلامية فاشلة والناس عامليتك مضحكة على التواصل الاجتماعي,0
2390,@ZreikaMouhamad @DimaSadek الشمطاء البهلاء #ديما_الواطية,0
2391,RT @DimaSadek: @Jessicaazar لك يا جيسيكا خلينا ساكتين ، لك مرشحة عَل انتخابات تويت ما بتعرف تكتب و كل البلد عارف مين بيكتبلك ياهون . لك كلم…,1
2392,"@DimaSadek يذكر انه بعد لهلق الاعمال لم تتعافى من اضراب ٢٠٠٦ وفي شركات سكرت وما عادت فتحت بعد ما كان يضج بالعالم!
#كلن_يعني_كلن",1
2393,@DimaSadek مین هی هالصحفیه ؟ حقنا نعرف اسمها لو سمحتی,1
2394,@DimaSadek عنجد انك وحدة بيهمة و ما بتفهمي لانو حشا قيمة الحمار كان فهم  يا بلا فهم,0
2395,@yumnafawaz انتي الوحيدي اللي فاهمي راسن �,1
2396,"@DimaSadek طيب روحي نامي يرضى عالخلفوكي
ونداءء كمان
ومعلومات ومصدقة حالها
بتعرفي شو مغزى كلامك
بدهم يفتحوا الطرقات… https://t.co/Lfn6gkbCU8",1
2397,@Jessicaazar هلق صرتي تعملك حالك بريئة يا خسيسة يا واطية على فكرة انت خسرتي بالاتتخابات ما تحلمي فيها انت ورئيسيك جعجوعة,0
2398,رامز القاضي ..نانسي السبع .. حليمة طبيعة و جويس عقيقي ..مراسلين يتمتعون بمهنية عالية و حرفية بالتعامل مع الحدث… https://t.co/FJwz0gagEe,1
2399,"نانسي السبع راح تنتحر دفاعا عن 
حراك جعجع وحراك بديعوت احرونوت",1
2400,@alikama62751286 @FaresHalabi @yumnafawaz يقطع عمرك ما زال بتحب القطع ولغتك اللي بتفهم فيها,0
2401,@DimaSadek انشالله بيقبرك !!!على قلبك قاعد كلن بهل وقت قاعدين عم يسمعو غصب عنك�طقي وفرقعي https://t.co/OVKfVIQBme,0
2402,@NicoleHajal الله ربك يا مطران كل الطوائف .بوسه عجبينك .كلامك كلام رباني كلام حق.,1
2403,@DimaSadek حضرتك اوسخ من الوسخ نفسه,0
2404,@DimaSadek سدّي � الهي بتروحي دعس بين الاجرين . يا قادر يا كريم �,0
2405,@DimaSadek جبتيها على الجرح صح,1
2406,"@DimaSadek عشان يصير اشتباكات و تكمل!
اينشتاين عصرك",1
2407,@DimaSadek @SufianSamarrai #ديما_الراقيه �,1
2408,@DimaSadek انا سكري بوزك احسن يا وسخه,0
2409,@DimaSadek لولا سلاحو للسيد كنتي هلأ انتِ و أمثالك بسوق العبيد عم تنباعوا للدواعش يا فهمانة,1
2410,@DimaSadek انتي وحدة مشبوهة واطية وشششس,0
2411,@DimaSadek كثير سخيفة يا ديما,0
2412,@DimaSadek ديما الواطية بتتنفس شتائم ����,0
2413,@yumnafawaz شو الهيئة القبضة كبيرة�,1
2414,@DimaSadek الشجرة المثمرة ترشق بالحجارة، لا تسمي بدنك وتردي على الحشرات الالكترونية..اكبرهم قاعد ورا شاشة لابتوب وا… https://t.co/659Ds1S9S6,1
2415,@DimaSadek برافو دمدوم شو طابخة اليوم,1
2416,@DimaSadek معها حق شكلك وصوتك بيسدو النفس ما بلومها����,0
2417,@3AlaaHussein @DimaSadek طول عمرها معن للسياسيين هلأ صارت ضدن كبروا عقلكن و بطلوا عادة تأله حدا كلن كذابين و هيي اول وحدة,0
2418,@yumnafawaz استحي و بطلي تأليف,1
2419,@DimaSadek الرجل حر... وشكرا,1
2420,ايا شريف بهالبلد بس يخلعها قتلي ل @DimaSadek  ويخرق اختا بالقتل ويحط صورة السيد وعلم الحزب على راسها بس لو قريبي علينا يا خنزيري ..,0
2421,@DimaSadek لان ما لاقو اوطى منك انت الاساس يا مدام,0
2422,@DimaSadek ههههههه ما كتير تنبسطي اذا بدن يرفعو الغطا ح يقشو تلات رباع المتزظعرنين� وتتدخل شرطة الاداب ف اندفسي وابكي,0
2423,@DimaSadek ولك انت اءا بتسيدي لا نيعك والله اريح وانجح للثورة ولا جوزك خليكي ساددتيييييييي,0
2424,@DimaSadek ست ديما قوليلي لي ما بتنزلي تغريدة ع هيدي الصورة؟؟؟انت مصدر اخبارنا ما بصير تخذلينا https://t.co/q4Kh2TriUq,1
2425,@DimaSadek يقطع عمرك شو مقرفه تفي  تفي,0
2426,@Ayoubfns @DimaSadek هيدا بيعني انها قاهرتن وبدنا نشوف كتير بعد من هالفئة انشالله تقضى على هاشتاغ,1
2427,@DimaSadek عم يقولوا حليفك أبو بكر البغدادي سقط اليوم,1
2428,@DimaSadek يخرب بيتك ما اهضمك ��,1
2429,"@yumnafawaz حريه الراي والتعبير 
#كي_لا_ننسى",1
2430,"@DimaSadek عاهرة 
إنضبي سعرك ريال",0
2431,@yumnafawaz @rayaelhassan انت عم تتهمي الجيش بتواطئ,1
2432,@berrynawal انت وحدة كذابة,0
2433,@DimaSadek عقبال اسقاطك من التويتر,0
2434,@DimaSadek #ديما_الواطية  تفه عشرفك واطية,0
2435,@DimaSadek تاج راسك يا صرماية,0
2436,@DimaSadek بدي اسال سؤال ، شو عاملي هل مخلوقة حتى بتسبوها نهار و ليل ؟ جد والله عم اسال لان انا بهل فترة صرت بحضر ت… https://t.co/3gbHSS4vX9,1
2437,@DimaSadek انتي ليش بتردي على هيك قصص و تحرقي دمك و طاقتك؟,1
2438,@DimaSadek نزلي ليدعوسوكي,0
2439,"@DimaSadek @Byoussef عاساس انت وكيلة الثورة و الحراك؟؟ انت شو خصك ؟؟ تلات ارباع الفاسدين اصحابك 
خفيها شوي مش لبقتلك",1
2440,"@yumnafawaz مسطولة 
مفوخرة 
وبالاخر قلعوطة",0
2441,@LbciLebanon @DimaSadek مناضلة انتي يا ست ديما,1
2442,"@NicoleHajal برافوووووو نيكول .
هذا لبنان .",1
2443,@DimaSadek مش بس واطيه وكذابه كمان���,0
2444,@DimaSadek ممكن كتير يكون صح هل الخبر، اليوم الصبح قرأت انه بالاجتماع الأمني مهمة فتح الطرقات لح تكون بتعاون كل الأجهزة ميدانيا و لوجستيا,1
2445,@DimaSadek يا ريت والله يقبرك �,0
2446,"@wass46443840 @DimaSadek ديما "" أيقونة الثورة وصوت لبنان",1
2447,@yumnafawaz هيدا نتيجة الشتم والسباب يا فهيمة,1
2448,@SaraAssaf @berrynawal المتسلقة،العييشة،المزيفة تتكلم عن الأبواق. انتي كنتي تستجدي صورة في بيت الوسط وتترجي لتاخدي… https://t.co/YckZgjNuFt,0
2449,"@riadkobaissi @DimaSadek يسلم تمك 
قووووووية",1
2450,@DimaSadek ديما بدي قلك تفه عليكي بنص وجك و وج اللي خلفوكي انت و ايقونة الفورة,0
2451,@ProtestsLebanon @yumnafawaz @Lebanon24 عنجد هالصحفي غريب انه لازم يفهم انهم احترقوا من زمان ما بدها بنزين مكشوفة,1
2452,@yumnafawaz شو مزعل حضرتك،، عاملة فيها صحفية بلا ما نحكي عن فشلك به المجال,0
2453,RT @I9peC77lbflDHyf: @Mayahaydary @fawaz_bk1 @DimaSadek منرفع راسنا فيكي اختي ��,1
2454,"@ALJADEEDNEWS نانسي السبع ليست اعلامية 
بوق فتنة",0
2455,"@DimaSadek عنجد انك غبية
 قال صحفية قال �",0
2456,@DimaSadek الله يلعنك وما في اوطى منك,0
2457,@berrynawal قصة شعرك ما حلوة ��,1
2458,@DimaSadek يهنيكي السلامة.صار فيكي تنامي قريرة العين,1
2459,@DimaSadek عند عقدة جبران �جبران جبرانً جبران باسيل جبرانً خليل جبران جبرانً ابنً جيرانا,1
2460,@DimaSadek صح بس السيد حامي شرفك بس نحن لح نوصلو للسيد انه مش ضروري يحمي شرفك لأن انت بلا شرف تفووو على شرفك #ديما #الواطية,0
2461,"أنت الأقوى ❤
#كلنا_ديما_صادق 
@DimaSadek",1
2462,@sarahhosseinii1 @DimaSadek و لا يهمك يا قمر ����,1
2463,@yumnafawaz @General_Aoun هو بالقصر و أنت بالأوهام عايشة يا حرام ��,1
2464,@yumnafawaz @saadhariri لك حتى بالتحليل فاشلة �,0
2465,@yumnafawaz @General_Aoun بلا تفاهة شو فارقة معك اذا تسجيل او مباشر المهم عمق الكلمة والزلمي حكى كلام رجل دولة بامتياز,1
2466,@DimaSadek بس انا بدي اسأل من ٨ ايام هيدا الشعار ليه هلأ بعد ما حكي الرئيس شو كانو ناطرين,1
2467,"RT @Shrouqsoud: @DimaSadek #ديما_الواطية 
#كلي_درا 
ورأفة بالست الوالده يلي صار صيتها ع كل لسان من المحيط للخليج ياريت تاكلي درا وتمحي التو…",0
2468,"RT @ourwordsreach1: @AliMahd35302025 @DimaSadek العمى شو غبية 
وقوقها تفه",0
2469,@DimaSadek وليحرر بعض المتظاهرين من الولاء الحزبي ، والمبادرة لمساعدة الجيش بفتح الطرقات,1
2470,@DimaSadek يا متعلمة ع اساس انتي كلاس ومرباية تفه بنص وجك,0
2471,@yumnafawaz ولا يهمك لانو بجل الديب الناس هونيك تهتف ارهابي ارهابي نصر الله ارهابي هههههههههه المصيبة انك بعينين وما تستخدمي الا وحدة هههههه,0
2472,@DimaSadek وانتي شريفة مكي يا عاهره يا عميله تفههه عا شكلك,0
2473,@DimaSadek انظري الى من يحبك وهم اكثر مما تظنين ولا تعيري اي انتباه لمن يشتم، من غير الجبان يهدد ويشتم، تحية من اعم… https://t.co/5XNv8v0SJ8,1
2474,@DimaSadek الحريري من 2005 لهلئ صار مستقيل 100 مره خفوها شوي,1
2475,@yumnafawaz أكيد أفلستي انتي ... شو أهم هدف الثورة ؟ مش الفساد ورد الاموال المنهوبة ؟ سمي أسماء الفاسدين كلن بدل ما… https://t.co/h7fPj50Szl,1
2476,@DimaSadek ما قصّر فيكي! بتستاهلي اكتر #ديما_الطز,0
2477,"RT @ratesh6969: عاهرة الميدان
@DimaSadek https://t.co/nn3pSPytRG",0
2478,@DimaSadek من قال هذا الكلام البذيء عنك هم المواطنين,1
2479,@DimaSadek عنجد انت غبية,0
2480,@yumnafawaz @rayaelhassan الكل بيعرف هيدا واقعنا السياسي,1
2481,@DimaSadek دخيلو قلبك الواسع ����������������,1
2482,@DimaSadek نشالله بضل قاهرك يا خبيثة #يامريضة_موتي,0
2483,@zahraayaghi11 @DimaSadek صدقيني هيدي ما تردي عليها بتنفزر لأنها متل جورة الوسخ بس تحركيها بتطلع ريحتها,0
2484,@yumnafawaz يعني ستحو ديبة و بديعة يحكو متلك يا مثقفة متل ما بتدعي ما بتعرفي الفرق بين الثورة و الحراك و المظاهرة؟؟… https://t.co/g36FTKBAax,1
2485,@yumnafawaz مش مهضومة يا ام نص لسان,0
2486,@DimaSadek @LBCI_NEWS وانني فشرتي تكوني في الثورة يا فاسدة يا سمسارة https://t.co/P9EedW4F4l,0
2487,@DimaSadek كلنا معكم من كل لبنان,1
2488,@lhajeeIhssan @amihrez @DimaSadek والله يا حجة ديما حبتك ��,1
2489,"@ZeinS82216940 @DimaSadek @HichamHaddad57 @LBCI_NEWS نزال 
عالارض بتعرف مطالب 
العالم",1
2490,@berrynawal سلامتك يا نوال,1
2491,@DimaSadek منيح نزلو الشيعة ترجعت هيبة الدولة يا حلوة,1
2492,"@DimaSadek ������������

فيقي ست ديما .. حلمك ما رح يتحقق 
وطبيعي ما في جيش بلبنان الا الجيش اللبناني ، في مقاومة رديفة",1
2493,@DimaSadek عنجد انك تافه هيدا لهمك ..!,0
2494,@yumnafawaz والله وانتي عم تحيبي الشماسي وعلب الاكل السخن ولا عمويقبضوكي منيح  يا بتاع النعناعةيا منعنع,1
2495,"@sanaMROWE123 @DimaSadek يلي ما معاجبوا ما ينزل ! يسكت و يضل بالبيت ! 
و بالمناسبة #ديما_الواطية  #ديما_الوطية",0
2496,@DimaSadek انتي كتيرر شرشوحة بتجيبي المسبة إلك و لأهلك ليش!!!,0
2497,@meedamine10 @DimaSadek حرام كانوا يتنمروا عليها لأنها طويلة وهبيلة وبتقولها بكل تأثُّر وإنفعالية ��,0
2498,@DimaSadek انشاالله بيقبر قلبك عنجد,0
2499,"@DimaSadek #أحيييي
#طويلة_عرقبتك
#طعمرك https://t.co/uZnnsro8LF",0
2500,@yumnafawaz @General_Aoun انضبي ولي وحدة رتش بلا أخلاق احترمي حالك يا تتر,0
2501,@DimaSadek لو تخرسي اشرفلك,0
2502,@DimaSadek @josephinedeeb @AkikiJoyce الصحافة المسيسة تنزل عالشارع و تخلع لباسها الصحافي أما اذا بدها تنزل بلباسها… https://t.co/6NpHuc3ncS,1
2503,@joey_gs__ @DimaSadek هيدي نتيجة وساختك,0
2504,@Angel08S @DimaSadek ما هو سر جمالك,1
2505,@DimaSadek يا هبلة لأنو هو اليوم عم يحكي كرئيس للبلد مش بس الحزب ..,0
2506,"@DimaSadek انت بتشتغل يا احمد؟
اعوذ بالله ���
#ديما_الكذابة",0
2507,@DimaSadek يا هبيلة الهبلان ديما صادق صور والنبطية عم يثورو عا معلمك نبيه بري قبل كل الناس لانه حركة الظالمين حرقة قلبهم,0
2508,"@DimaSadek سدي بوزك يقطع عمرك ما اسخقك 
#ديما_الواطية",0
2509,@yumnafawaz امانة اكلتي سحسوح ولا ناطرة القتلة الاكبر ... اصبري عرزقك ���,0
2510,@DimaSadek اذا بتعملي معروف وبدي عذبك تسكري بوزك عالاخر,0
2511,@yumnafawaz @General_Aoun #يمنى_الواطية,0
2512,"الحريري اتخذ قراره بالاستقالة
#لبنان_يتنفض @DimaSadek 
...",1
2513,@DimaSadek نشالله يا رب يقبرك هلق قبل بكرة���,0
2514,"@NicoleHajal والله عيب عا صحافيه متلك تلفق اخبار كاذبه خبرينا من وين مصدرك 
يعني اذا الطبله ممنوعه مين مانعن للجماع… https://t.co/YOkV6OjuLv",1
2515,@yumnafawaz يا ريت تشرحيلنا شو هوي التغيير يلي شفتيه انت وعم تمشي بشوارع بيروت غير الفوضى وبعض الخيم وبأي شي حسيت بالفخر #تافهة,0
2516,@DimaSadek سدي بوزك صرمايتو بتسواكي,0
2517,@DimaSadek @Sarah54765949 عوي بترتايحي يا مدام دولار  تفو https://t.co/q6mw2nyjgf,0
2518,@DimaSadek شوفي الفيديو الأصلي وخليكي موضوعية لو لمرة,1
2519,@yumnafawaz تبقي حكي كلمتين مفهومين ع بعض و رجعي تفلسفي,0
2520,@DimaSadek انت الملكة يا ست ديما الله يحميكي و يرد عنك و عن عيلتك و اهلك,1
2521,@DimaSadek نتنه قذرة انت ويلي بشد عمشديك,0
2522,@berrynawal @NadimKoteich الله يعين اهلك عليك,1
2523,@aymanabd32 @DimaSadek معلوماتي صح ١٠٠% غطينا الحدث وكنا بالساحة كونو صادقين بايصال الحدث للناس,1
2524,@yumnafawaz يمنى الواطية والصرماية عليكي تسمعي الرئيس وتخرسي������,0
2525,@DimaSadek انت يا اما جحشه يا اما جحشه اذا كنت حره قولي انو السنيوره حرامي والمفتي اللي غطاه فاسد يالله قولي قولي ولا يهمك يا مجويه,0
2526,@DimaSadek يخرب بيتك ما بتشبعي تتبهدلي وتنسبي,0
2527,"#كلنا_ديما_صادق
حلوا عنا @DimaSadek",1
2528,@DimaSadek #ديما_الواطية  و الحشا واطية �,0
2529,@DimaSadek يا مسطولة يا غبية.. اذا مفكري العهد بيسقط بتفهمي بالسياسة عـ اد ما مِيا خليفة بتفهم بالنووي.. فـ بحب قلك كلي خرا,0
2530,"@DimaSadek عنجد يا قمورة احكي الصراحة 
كم راتبك بالضبط من آل سعود لان معروفين بحبو نسوان لبنان الجميلات امثالك ��������برري ذمتك",0
2531,@yumnafawaz بكيتيني والله ����,1
2532,@DimaSadek انضبي انشالله بيقبرك #إلا_السيد,0
2533,@yumnafawaz بلا كذب بقا لما بسمع هيك بحس حالي ساكن بالمريخ، والاو الكلب يللي ماشي بالشارع صار يعرف انو فيه تمويل كف… https://t.co/QWiCXNxiGN,1
2534,@DimaSadek الله يحميك انت والشباب نحن بنكبر بهيك شباب,1
2535,@DimaSadek العمى كيف مخرجة انت من الجامعة وما بتعرفي العهد من الحكومة ، حرام يييي,0
2536,@DimaSadek @LBCI_NEWS @JeanFeghali عفكرة انتي لازم يجردوكي من مهنتك عشان عندك  حب السفارات ..نسيتي حالك انتي والمهبول نديم قطيش,0
2537,@DimaSadek ولك يا عاطلة وبس,0
2538,"@shiri52826187 @DimaSadek هلقد قاهرتكم @DimaSadek نقلعوا بقا بينتوا على حقيقتكم و الشعب عرف مين انتوا
#كلنا_ديما_صادق",1
2539,@DimaSadek العمى بقلبك شو انك حيوانة �,0
2540,@yumnafawaz مش كل الساحات يا يمنى بريئة، ما يحدث في طرابلس قطعا ليس بريئا، هيدي المشكلة اللي بالحراك اللي صار، ضاعت… https://t.co/tSrFqXF2ml,1
2541,@PierreABISAAB كلن يعني كلن بس نانسي السبع مش منن,1
2542,"@yumnafawaz @rayaelhassan غياض الصلح
غيّا الحسن",1
2543,@DimaSadek مش معقول شو تافهة وسطحية وحاقدة!!,0
2544,@DimaSadek .. و #ديما_الواطية حمالة الحطب,0
2545,RT @ElycarlaH: @DimaSadek وتفه عليكي بنص وجك اللي بدق الباب بيسمع الجواب خيييي أدي مقهورة yesssssssss,0
2546,@DimaSadek Dima صوتِك صوت الحق الهادر. كِلّ يلّي انتقدوكي نشاز. Keep walking,1
2547,@TThePoeTT @DimaSadek هيدي اقل ما يقال فيها يلعنك و يلعن لي رباكي,0
2548,"@sabehnancy نانسي السبع: اللي عم يعطل البلد سلطة ما بدا تسمع صرخة الناس
https://t.co/q7d2ZXrWAo",1
2549,@DimaSadek ليكي في فيديو بيفرجي انو ما قرب عليها اصلا يا دجالة يا عبيطة ولا قرب صوبها ��,0
2550,@uhW8HET2HAJGesc @yumnafawaz كل الشعب اللبناني  محزب  وما تسميه بالاعتداء لم يكن بقرار حزبي او حركي وان كان لبعض المشاركين ارتباط حزبي.,1
2551,@yumnafawaz مين حضرتك حتى تصنفي العالم بين مواطن وغنم ! تا تكوني إعلامية ناجحة ومحترمة لازم تكوني موضوعية وتحترمي خيارات العالم,1
2552,@DimaSadek بس بلدك منو بخير يا هبلة,0
2553,@yumnafawaz رح احكي بلغتك انتي ستتي يا أم نص لسان https://t.co/XLWqFFqWm6,0
2554,@yumnafawaz يقطع عمرك شو انك وحده كمخا,0
2555,"@DimaSadek انتي شو دحشك بالمظاهرة
بدك تركبي الموجة",1
2556,@ZainabA50021358 @zna_krm @DimaSadek @LebarmyOfficial انتو عم تتخيلوا تويتر بلا ديما، يعني ولا مسبة ولا حتى بهدلة اي بيصير جامع او كنيسة.,1
2557,@DimaSadek انشالله يجي شي نهار وتبطلو تعبدوا هيدا الصنم نصر الله,1
2558,@DimaSadek انت أشرف الناس ومن ينعتك كذلك فليس من الإسلام والمسيحية في شيء . شكراً لك لوقوفك المشرف إلى جانب الثورة… https://t.co/J7bjNJ1qrU,1
2559,@DimaSadek #ديما_الواطية  رح تاكلي كف مني لو شفتك بالمظاهرة,0
2560,@NicoleHajal هاي بالجبل يا حنونة,1
2561,"@DimaSadek هيك فهمتي الموضوع لازم حدا 
يشرحلك الاسباب",1
2562,@DimaSadek @Nada_Andraos مناصري هذه الثورة زعران ؟ الثورة زهقت منن,1
2563,@yumnafawaz خرجك الله لا يردك,0
2564,@DimaSadek انتي وحدة بلا اصل,0
2565,@akshaaban @NicoleHajal @ahmadhaydoura استفزتني الحاجة نيكول يا علوشي,1
2566,@DimaSadek عنوان الخبث #ديما_الواطية,0
2567,@yumnafawaz كلي هواء�مريضة. مين حضرتك حتى توصفي خطاب السيد. شو محلك من الاعراب,0
2568,@DimaSadek ما فهمت ليه بتنشري مناقشات خاصة؟ رغم اعترافي انن وقحين بس انت هيك مش أنظم منن صراحة,1
2569,@DimaSadek @LBCI_NEWS @JeanFeghali يسلم تمك ديما,1
2570,@yumnafawaz ما في غير لسانك بدو cut شو انك بلا ادب سخيفة وجاهلة,0
2571,@DimaSadek لي أيمتا السيد تخبى او خبى علاقتو مع الجمهورية يا هبلة بعكسكن طبعا... يا #ديما_الواطية نحنا أعزاء عند الولي الفقيه,0
2572,@DimaSadek انقبري اسمعي صح قبل ما تتفلسفي يا واطية,0
2573,@berrynawal يعطيكن الف عافية,1
2574,@berrynawal المرأة الخارقة نوال �,1
2575,@DimaSadek يا واطية يا زبالة الله يلعن شرفك يا حيوانة العالم حتفوت ببعض وانتي يا واطية جيشي,0
2576,@yumnafawaz روحي إدعميهم يابقره..خرى عالجامعه يلي خرجتك,0
2577,@DimaSadek يلعن روحك يا ديما,0
2578,@DimaSadek ديما صادق واطية و بجدارة,0
2579,"@DimaSadek أكثر من هذا السقوط؟؟
المهم ان يسقط زعمائهم",1
2580,"@berrynawal كاذابة ومضللة ونصابة ومخادعة 
ما اندعس عليكي بصرماية كمان",0
2581,@NicoleHajal وبتؤلوا ثورة عابرة للطوائف ،عمين انتصروا ع جمهور حزب الله يا عيب الشوم ،ما بحياتها لح تلتغى الطائفية من عقولكم,1
2582,"RT @mohamadalsayedd: صوت الحق كل الحب ❤️
@DimaSadek
 #كلنا_ديما_صادق https://t.co/almjFDG0rl",1
2583,@yumnafawaz يا ست يمنى فواز ماذرة من بيروت على النبطية بدها يومين بهيك وضع ما بيوصلو خليكي منطقية شوي او فيكي تشتغلي مراسلة مع الجزيرة,1
2584,@DimaSadek طب سدي نيعك الاعوج يا معاقة,0
2585,@DimaSadek واتصل بعدها الرئيس ميشال عون بديما صادق واطلعها على اخر التطورات,1
2586,@DimaSadek شو سخيفة ورخيصة,0
2587,@joellebouyounes ناطرينكن احلى مراسلات ��,1
2588,@DimaSadek ديما هيدا الشب يلي حد راسك تماماَ، شكلو ما ناويلك عخير � ديري بالك �,1
2589,@DimaSadek ولا في اتفه منك انتي وامثالك من الصحفيين الجديد وابواق الجزيرة المحلية.الله يحمي لبنان من القادم منك,0
2590,@DimaSadek هي القصه يا مدام انو حضرتك اخر همك السياسه والاقتصاد والوطن همك الشهرة وخالف تعرف والطرف الآخر يهاجمك عل… https://t.co/S3ym3Q7Q6L,1
2591,"@wissal63772203 @DimaSadek وانتو اختصاصي الفتنة تهانينا ..
سهرة سعيدة",1
2592,@DimaSadek @LBCI_NEWS @JeanFeghali كلام درر,1
2593,@Jessicaazar صح النوم. وينك يا عمي يتختفي وفجأة بترجعي بمواقف مشينة؟,1
2594,@berrynawal منحبك كتير يا نوال الله يحميكي,1
2595,@DimaSadek وحدة معقدة وغبية وما عندك شي تشوفي حالك في إلا هالكم شعرة يللي على راسك متل الخنزيرة Miss Peguy موتي بقهرك,0
2596,@antonella___23 @DimaSadek #ديما_الواطية  عم تسمعي يا #شرشوحة_التويتر,0
2597,@DimaSadek ولك يخرب بيتك شو انك بلا اخلاق  انت وحدي واطية يا ريت بعرف احكي كلام بذيق لكنت سمعتي يلي بيلبقلك,0
2598,@DimaSadek بكرى نصر الله بجيب شبيحة من سورية وايران وببلش قتل بلعالم وبقول مؤامرة كونية,1
2599,@yumnafawaz سكتي ولي ام نص لسان... انتي معك خبر بس تكوني عم تحكي كل العالم بتقلب لمحطة لان ما حدا بيطيقك,0
2600,@DimaSadek على اساس انتي صحافية زكية وانتي بتعرفي اكتر من غيرك انو قدمها للمدعي علي ابراهيم بس شو منعملك اذا بتحبي… https://t.co/m2pnf1ruJ8,0
2601,"@yumnafawaz @rayaelhassan بحب قلك اول شي اعطيني جملة مفيده بعدين احكي
وبعدين بتجي بتعلمي الدوله ع شغلها يا بتاع الثوغه انتي
#تفو",0
2602,@joellebouyounes @roulanasr1 جويل كانت عم تدافع علناً عم ميشال عون و بعتقد انو الصحافي المحترم ما بيدخل بالسياسة,1
2603,@DimaSadek الله يطول بعمرك ويحمكي,1
2604,@DimaSadek اهل طرابلس لازم ينزلوا ع بيروت,1
2605,@yumnafawaz وين الاعتداء ياحلوة,1
2606,@berrynawal الصباط كان كتير صغير عليكه لازم يضربوكه بصباط أكبر بكتير#استحي,0
2607,@DimaSadek ملكة العهر ، وين ما شوفك سالخك كف بنص خلقتك,0
2608,"@DimaSadek انت يا واطيه بلا مقترحاتك الحقوده
صهيونيه حقيره",0
2609,@DimaSadek إذا أتتك مذمة من #ديما_الوطية  فشهدو بإني كامل,0
2610,@DimaSadek ديما سكري بوزك,0
2611,@DimaSadek خلص انقبري نضبي وين موضوعيتك و مصداقيتك كإعلامية  ؟ العمى بقلبك كلبة بتقبض مصاري و بتعوي هون,0
2612,@DimaSadek وقحة وسخة تفه على شرفك اذا عندك شرف ما بينعتب عليكِ حقودة,0
2613,RT @Hassan7151995: نانسي السبع على لجديدة هلا متل الحرباية كل شوي بلون ولك طلعي بوجك ما بتستحي تطلعي على شاشة https://t.co/rFSicEsiyX,0
2614,@DimaSadek #ديما_الواطية بتسوي صرماية,0
2615,@DimaSadek ديما بليز ما بقا تسخّفي حالك,1
2616,خطيئتك انك مثقفة، جريمتك انك بتختلفي مع رأيهم. انا لا اتفق معك بمواقف كثيرة لكنني احترم حريتك #كلنا_ديما_صادق @DimaSadek,1
2617,"@DimaSadek ما تقولي شي عن لسان السيد يرحم امواتك�
ماغباكي",0
2618,@JosephineBoSaab @NicoleHajal @DimaSadek يعني بدنا نضويلهن شمعة ع هل العمل الانساني,1
2619,@DimaSadek #واطية وبتضلك #واطية,0
2620,"@yumnafawaz حمقاء السلطة الرابعة الآنسة رُمنى فرّاز.
ما ظبط معا توقع استقالة الحريري قامت هجمت عا جبران تا تغيير ال… https://t.co/Txth3jdLEn",0
2621,@berrynawal عيب يا نوال انت بتعرفي انو ما في شي من يلي عم تحكي ما تعودنا عليكي نكوني بياضة وج,1
2622,@DimaSadek ما بووصالو لكعب سكربينتك ، يا احلى وأشجع ديمه,1
2623,"@RawiHaddad سدي بوزيك بعد هل مقادمه الطويله العريضه. .بكل أدب مع فائق الاحترام والتقدير 
@berrynawal",0
2624,@noha_Bdn @imadibrahim111 @DimaSadek عظم الله لك الأجر وعقبالك يا  ديما الوطية,0
2625,"@DimaSadek ديمة القناعة، كلمة الحق، نحن معك
حين تجتمع الثورة والأُنوثة هذه ديما.
ودعيهم يتمزّقوا بغيّهم.",1
2626,@DimaSadek ترقصي على جراح الجوعانين يا قذرة,0
2627,"@DimaSadek ليبسي   تنورة و عم تحكي عن الشرف ،روحي نضبي اكيد امك بتستحي فيكي �لولا السيد كنتي nb1 عند داعش (فهمك كفيي) �
#ماخلص",0
